run_id,condition_1,condition_2,condition_3,condition_4,condition_5
344,"(800.0, 4.0, 0.001, 10, 200.0)","(750.0, 3.5, 0.002, 12, 250.0)","(700.0, 3.0, 0.003, 14, 300.0)","(650.0, 2.5, 0.004, 15, 350.0)","(600.0, 1.5, 0.005, 15, 400.0)"
345,"(750.0, 2.0, 0.005, 3, 50.0)","(700.0, 1.8, 0.006, 4, 60.0)","(650.0, 1.5, 0.007, 5, 70.0)","(600.0, 1.3, 0.008, 6, 80.0)","(550.0, 1.0, 0.009, 7, 90.0)"
346,"(800.0, 3.0, 0.02, 10, 100.0)","(750.0, 2.8, 0.025, 8, 80.0)","(700.0, 2.5, 0.03, 6, 120.0)","(650.0, 2.0, 0.035, 5, 150.0)","(600.0, 1.8, 0.04, 4, 200.0)"
347,"(750.0, 2.0, 0.01, 10, 100.0)","(700.0, 1.8, 0.02, 8, 120.0)","(650.0, 1.6, 0.03, 7, 140.0)","(600.0, 1.4, 0.04, 6, 160.0)","(550.0, 1.2, 0.05, 5, 180.0)"
348,"(700.0, 2.5, 0.005, 4, 40.0)","(650.0, 2.0, 0.01, 5, 45.0)","(600.0, 1.5, 0.02, 6, 50.0)","(550.0, 1.2, 0.03, 7, 55.0)","(500.0, 1.0, 0.04, 8, 60.0)"
349,"(700.0, 1.5, 0.0005, 5, 50.0)","(650.0, 1.8, 0.0003, 4, 60.0)","(600.0, 2.0, 0.001, 3, 70.0)","(550.0, 2.2, 0.002, 2, 80.0)","(500.0, 2.5, 0.005, 1, 90.0)"
350,"(700.0, 2.0, 0.0001, 10, 20.0)","(680.0, 1.8, 0.00015, 9, 25.0)","(660.0, 1.6, 0.0002, 8, 30.0)","(640.0, 1.4, 0.00025, 7, 35.0)","(620.0, 1.2, 0.0003, 6, 40.0)"
351,"(700.0, 3.0, 0.001, 6, 180.0)","(650.0, 3.5, 0.005, 5, 200.0)","(600.0, 2.5, 0.01, 4, 170.0)","(550.0, 2.0, 0.05, 3, 160.0)","(500.0, 1.5, 1.0, 2, 150.0)"
352,"(700.0, 2.0, 0.001, 5, 50.0)","(680.0, 1.8, 0.0015, 4, 60.0)","(660.0, 1.6, 0.002, 3, 70.0)","(640.0, 1.4, 0.0025, 2, 80.0)","(620.0, 1.2, 0.003, 1, 90.0)"
353,"(700.0, 3.0, 0.005, 5, 50.0)","(650.0, 2.8, 0.008, 5, 60.0)","(600.0, 2.6, 0.011, 5, 70.0)","(550.0, 2.4, 0.014, 5, 80.0)","(500.0, 2.2, 0.017, 5, 90.0)"
354,"(700.0, 2.5, 0.001, 5, 100.0)","(650.0, 2.0, 0.002, 7, 95.0)","(600.0, 1.8, 0.003, 8, 90.0)","(550.0, 1.5, 0.004, 10, 85.0)","(500.0, 1.0, 0.005, 15, 80.0)"
355,"(850.0, 2.5, 0.005, 3, 50.0)","(800.0, 2.3, 0.006, 4, 55.0)","(750.0, 2.0, 0.007, 5, 60.0)","(700.0, 1.8, 0.008, 6, 65.0)","(650.0, 1.5, 0.009, 7, 70.0)"
356,"(750.0, 2.5, 0.001, 10, 30.0)","(700.0, 2.0, 0.002, 8, 40.0)","(650.0, 1.8, 0.003, 6, 50.0)","(600.0, 1.5, 0.004, 4, 60.0)","(550.0, 1.0, 0.005, 2, 70.0)"
357,"(700.0, 2.5, 0.05, 5, 200.0)","(650.0, 2.0, 0.03, 3, 250.0)","(600.0, 1.8, 0.02, 4, 280.0)","(550.0, 1.5, 0.01, 3, 300.0)","(500.0, 1.0, 0.008, 2, 320.0)"
358,"(800.0, 3.0, 0.001, 10, 100.0)","(780.0, 2.5, 0.002, 8, 80.0)","(760.0, 2.0, 0.003, 6, 60.0)","(740.0, 1.5, 0.004, 4, 40.0)","(720.0, 1.0, 0.005, 2, 20.0)"
359,"(800.0, 3.0, 0.005, 10, 150.0)","(780.0, 2.8, 0.004, 8, 140.0)","(760.0, 2.5, 0.003, 6, 130.0)","(740.0, 2.3, 0.002, 4, 120.0)","(720.0, 2.0, 0.001, 2, 110.0)"
360,"(800.0, 2.5, 0.005, 5, 100.0)","(750.0, 2.0, 0.01, 6, 90.0)","(700.0, 1.8, 0.015, 7, 80.0)","(650.0, 1.6, 0.02, 8, 70.0)","(600.0, 1.4, 0.025, 9, 60.0)"
361,"(750.0, 2.5, 0.005, 10, 100.0)","(720.0, 2.3, 0.006, 8, 90.0)","(690.0, 2.0, 0.007, 6, 80.0)","(660.0, 1.8, 0.008, 4, 70.0)","(630.0, 1.5, 0.009, 2, 60.0)"
362,"(700.0, 2.0, 0.001, 10, 100.0)","(680.0, 1.8, 0.002, 8, 90.0)","(650.0, 1.5, 0.003, 6, 80.0)","(620.0, 1.2, 0.004, 5, 70.0)","(600.0, 1.0, 0.005, 4, 60.0)"
363,"(800.0, 3.0, 0.001, 10, 100.0)","(750.0, 2.5, 0.002, 10, 90.0)","(700.0, 2.0, 0.003, 10, 80.0)","(650.0, 1.5, 0.004, 8, 70.0)","(600.0, 1.0, 0.005, 5, 60.0)"
364,"(800.0, 3.0, 0.001, 10, 100.0)","(750.0, 3.5, 0.002, 10, 120.0)","(700.0, 2.5, 0.003, 12, 140.0)","(650.0, 2.0, 0.004, 14, 160.0)","(600.0, 1.8, 0.005, 15, 180.0)"
365,"(700.0, 2.5, 0.005, 10, 80.0)","(680.0, 2.3, 0.006, 9, 85.0)","(660.0, 2.1, 0.007, 8, 90.0)","(640.0, 1.9, 0.008, 7, 95.0)","(620.0, 1.7, 0.009, 6, 100.0)"
366,"(750.0, 2.0, 0.005, 5, 30.0)","(700.0, 1.8, 0.006, 4, 35.0)","(650.0, 1.5, 0.007, 3, 40.0)","(600.0, 1.3, 0.008, 2, 45.0)","(550.0, 1.0, 0.009, 1, 50.0)"
367,"(700.0, 2.5, 0.001, 10, 100.0)","(650.0, 2.0, 0.0015, 8, 120.0)","(750.0, 3.0, 0.0008, 12, 90.0)","(600.0, 1.8, 0.002, 6, 150.0)","(550.0, 1.5, 0.003, 5, 200.0)"
368,"(850.0, 2.5, 0.0001, 10, 150.0)","(800.0, 2.0, 0.001, 8, 120.0)","(750.0, 1.8, 0.002, 6, 100.0)","(700.0, 1.5, 0.003, 4, 80.0)","(650.0, 1.0, 0.005, 2, 60.0)"
369,"(800.0, 2.5, 0.001, 10, 100.0)","(780.0, 2.3, 0.0015, 9, 110.0)","(760.0, 2.0, 0.002, 8, 120.0)","(740.0, 1.8, 0.0025, 7, 130.0)","(720.0, 1.5, 0.003, 6, 140.0)"
370,"(800.0, 3.0, 0.001, 10, 100.0)","(780.0, 2.8, 0.0015, 9, 95.0)","(760.0, 2.6, 0.002, 8, 90.0)","(740.0, 2.4, 0.0025, 7, 85.0)","(720.0, 2.2, 0.003, 6, 80.0)"
371,"(750.0, 2.5, 0.001, 10, 100.0)","(720.0, 2.0, 0.0015, 8, 90.0)","(700.0, 1.8, 0.002, 6, 80.0)","(680.0, 1.5, 0.0025, 4, 70.0)","(650.0, 1.3, 0.003, 2, 60.0)"
372,"(750.0, 1.0, 0.01, 5, 50.0)","(700.0, 1.2, 0.02, 4, 60.0)","(680.0, 1.5, 0.03, 3, 70.0)","(660.0, 1.8, 0.04, 2, 80.0)","(640.0, 2.0, 0.05, 1, 90.0)"
373,"(850.0, 3.0, 0.005, 10, 200.0)","(800.0, 2.5, 0.004, 8, 180.0)","(750.0, 2.0, 0.003, 6, 160.0)","(700.0, 1.8, 0.002, 4, 140.0)","(650.0, 1.5, 0.001, 2, 120.0)"
374,"(700.0, 2.0, 0.01, 10, 50.0)","(650.0, 1.8, 0.02, 8, 60.0)","(600.0, 1.5, 0.03, 6, 70.0)","(550.0, 1.3, 0.04, 5, 80.0)","(500.0, 1.0, 0.05, 4, 90.0)"
375,"(800.0, 3.0, 0.01, 10, 50.0)","(750.0, 3.2, 0.009, 12, 60.0)","(700.0, 2.5, 0.008, 8, 70.0)","(650.0, 2.0, 0.007, 6, 80.0)","(600.0, 1.5, 0.006, 4, 90.0)"
376,"(700.0, 2.5, 0.005, 8, 100.0)","(680.0, 2.3, 0.02, 7, 90.0)","(660.0, 2.0, 0.03, 6, 80.0)","(640.0, 1.8, 0.04, 5, 70.0)","(620.0, 1.5, 0.05, 4, 60.0)"
377,"(750.0, 3.0, 0.001, 10, 100.0)","(730.0, 2.8, 0.002, 9, 95.0)","(710.0, 2.5, 0.003, 8, 90.0)","(690.0, 2.3, 0.004, 7, 85.0)","(670.0, 2.0, 0.005, 6, 80.0)"
378,"(700.0, 3.0, 0.01, 10, 200.0)","(680.0, 2.8, 0.02, 9, 180.0)","(650.0, 2.5, 0.03, 8, 160.0)","(630.0, 2.2, 0.04, 7, 140.0)","(600.0, 2.0, 0.05, 6, 120.0)"
379,"(700.0, 2.5, 0.001, 10, 100.0)","(680.0, 2.3, 0.002, 8, 95.0)","(660.0, 2.0, 0.003, 7, 90.0)","(640.0, 1.8, 0.004, 6, 85.0)","(620.0, 1.5, 0.005, 5, 80.0)"
380,"(850.0, 3.0, 0.005, 5, 100.0)","(820.0, 2.8, 0.008, 6, 120.0)","(800.0, 2.5, 0.01, 7, 150.0)","(780.0, 2.2, 0.015, 8, 180.0)","(750.0, 2.0, 0.02, 10, 200.0)"
381,"(700.0, 1.8, 0.001, 7, 80.0)","(680.0, 1.6, 0.0015, 6, 75.0)","(720.0, 2.0, 0.0008, 8, 85.0)","(740.0, 1.4, 0.002, 5, 70.0)","(660.0, 2.2, 0.0003, 9, 90.0)"
382,"(800.0, 2.5, 0.001, 10, 30.0)","(750.0, 2.0, 0.002, 8, 40.0)","(700.0, 1.8, 0.003, 6, 50.0)","(650.0, 1.5, 0.004, 4, 60.0)","(600.0, 1.3, 0.005, 2, 70.0)"
383,"(800.0, 2.5, 0.002, 10, 100.0)","(750.0, 2.0, 0.0015, 8, 120.0)","(700.0, 1.8, 0.001, 6, 140.0)","(650.0, 1.5, 0.0008, 4, 160.0)","(600.0, 1.0, 0.0005, 2, 180.0)"
384,"(700.0, 2.5, 0.001, 10, 100.0)","(680.0, 2.0, 0.002, 8, 120.0)","(650.0, 1.8, 0.003, 6, 140.0)","(630.0, 1.5, 0.004, 5, 160.0)","(600.0, 1.0, 0.005, 4, 180.0)"
385,"(800.0, 2.5, 0.001, 10, 50.0)","(750.0, 2.0, 0.002, 8, 60.0)","(700.0, 1.8, 0.003, 6, 70.0)","(650.0, 1.5, 0.004, 4, 80.0)","(600.0, 1.3, 0.005, 2, 90.0)"
386,"(750.0, 3.0, 0.001, 5, 50.0)","(700.0, 2.5, 0.002, 6, 60.0)","(650.0, 2.0, 0.003, 7, 70.0)","(600.0, 1.5, 0.004, 8, 80.0)","(550.0, 1.0, 0.005, 9, 90.0)"
387,"(800.0, 1.5, 0.001, 10, 20.0)","(750.0, 2.0, 0.0015, 8, 25.0)","(700.0, 2.5, 0.002, 6, 30.0)","(650.0, 2.5, 0.0025, 5, 35.0)","(600.0, 3.0, 0.003, 3, 40.0)"
388,"(750.0, 1.5, 0.01, 4, 50.0)","(700.0, 1.4, 0.01, 3, 60.0)","(650.0, 1.3, 0.02, 2, 70.0)","(600.0, 1.2, 0.03, 1, 80.0)","(550.0, 1.0, 0.04, 1, 90.0)"
389,"(750.0, 3.0, 0.005, 8, 100.0)","(700.0, 2.5, 0.004, 7, 90.0)","(650.0, 2.0, 0.003, 6, 80.0)","(600.0, 1.8, 0.002, 5, 70.0)","(550.0, 1.5, 0.001, 4, 60.0)"
390,"(750.0, 3.0, 0.1, 10, 50.0)","(700.0, 2.5, 0.15, 8, 55.0)","(650.0, 2.0, 0.2, 6, 60.0)","(600.0, 1.8, 0.25, 4, 65.0)","(550.0, 1.5, 0.3, 2, 70.0)"
391,"(850.0, 2.5, 0.01, 10, 100.0)","(800.0, 3.0, 0.02, 10, 150.0)","(750.0, 3.5, 0.03, 12, 200.0)","(700.0, 4.0, 0.04, 14, 250.0)","(650.0, 5.0, 0.05, 15, 300.0)"
392,"(750.0, 2.0, 0.005, 5, 100.0)","(720.0, 1.8, 0.006, 4, 110.0)","(700.0, 1.6, 0.007, 6, 120.0)","(680.0, 1.4, 0.008, 3, 130.0)","(650.0, 1.2, 0.009, 2, 140.0)"
393,"(750.0, 2.0, 0.01, 5, 50.0)","(720.0, 1.8, 0.02, 4, 60.0)","(700.0, 1.5, 0.03, 3, 70.0)","(680.0, 1.3, 0.04, 2, 80.0)","(650.0, 1.0, 0.05, 1, 90.0)"
394,"(700.0, 1.0, 0.02, 4, 50.0)","(650.0, 1.5, 0.015, 3, 60.0)","(600.0, 2.0, 0.01, 2, 70.0)","(550.0, 2.5, 0.008, 1, 80.0)","(500.0, 3.0, 0.005, 0, 90.0)"
395,"(800.0, 4.0, 0.001, 10, 50.0)","(780.0, 3.5, 0.002, 8, 60.0)","(760.0, 3.0, 0.003, 6, 70.0)","(740.0, 2.5, 0.004, 4, 80.0)","(720.0, 2.0, 0.005, 2, 90.0)"
396,"(750.0, 3.5, 0.001, 10, 100.0)","(700.0, 3.0, 0.002, 8, 120.0)","(650.0, 2.5, 0.003, 6, 140.0)","(600.0, 2.0, 0.004, 4, 160.0)","(550.0, 1.5, 0.005, 2, 180.0)"
397,"(750.0, 2.5, 0.01, 5, 50.0)","(720.0, 2.0, 0.008, 5, 60.0)","(700.0, 1.8, 0.006, 4, 70.0)","(680.0, 1.5, 0.004, 3, 80.0)","(650.0, 1.2, 0.002, 2, 90.0)"
398,"(750.0, 2.5, 0.001, 10, 40.0)","(725.0, 2.3, 0.0012, 9, 45.0)","(700.0, 2.0, 0.0015, 8, 50.0)","(675.0, 1.8, 0.002, 7, 55.0)","(650.0, 1.5, 0.0025, 6, 60.0)"
399,"(750.0, 3.0, 0.001, 5, 200.0)","(725.0, 2.8, 0.002, 5, 180.0)","(700.0, 2.6, 0.003, 5, 160.0)","(675.0, 2.4, 0.004, 5, 140.0)","(650.0, 2.2, 0.005, 5, 120.0)"
400,"(750.0, 2.5, 0.01, 10, 50.0)","(700.0, 2.0, 0.015, 8, 60.0)","(650.0, 1.8, 0.02, 6, 70.0)","(600.0, 1.5, 0.025, 4, 80.0)","(550.0, 1.0, 0.05, 2, 90.0)"
401,"(700.0, 2.0, 0.02, 5, 50.0)","(650.0, 1.8, 0.02, 5, 60.0)","(600.0, 1.5, 0.03, 4, 70.0)","(550.0, 1.3, 0.04, 3, 80.0)","(500.0, 1.0, 0.05, 2, 90.0)"
402,"(750.0, 2.5, 0.002, 10, 80.0)","(730.0, 2.0, 0.0015, 8, 70.0)","(710.0, 1.8, 0.001, 6, 60.0)","(690.0, 1.5, 0.0008, 5, 50.0)","(670.0, 1.2, 0.0005, 3, 40.0)"
403,"(850.0, 4.0, 0.0001, 10, 100.0)","(800.0, 3.0, 0.001, 8, 90.0)","(750.0, 2.5, 0.01, 6, 80.0)","(700.0, 2.0, 0.1, 4, 70.0)","(650.0, 1.5, 1.0, 2, 60.0)"
404,"(900.0, 5.0, 0.1, 15, 500.0)","(850.0, 4.5, 0.2, 14, 450.0)","(800.0, 4.0, 1.0, 13, 400.0)","(750.0, 3.5, 0.5, 12, 350.0)","(700.0, 3.0, 2.0, 11, 300.0)"
405,"(750.0, 1.5, 0.002, 5, 80.0)","(700.0, 1.8, 0.0015, 6, 70.0)","(650.0, 2.0, 0.001, 7, 60.0)","(600.0, 2.5, 0.0008, 8, 50.0)","(550.0, 3.0, 0.0005, 9, 40.0)"
406,"(800.0, 3.0, 0.0005, 10, 30.0)","(780.0, 2.8, 0.0006, 9, 35.0)","(760.0, 2.5, 0.0007, 8, 40.0)","(740.0, 2.3, 0.0008, 7, 45.0)","(720.0, 2.0, 0.0009, 6, 50.0)"
407,"(800.0, 2.0, 0.001, 5, 50.0)","(750.0, 1.8, 0.0015, 4, 60.0)","(700.0, 1.6, 0.002, 3, 70.0)","(650.0, 1.4, 0.0025, 2, 80.0)","(600.0, 1.2, 0.003, 1, 90.0)"
408,"(750.0, 2.5, 0.01, 5, 50.0)","(700.0, 2.0, 0.02, 4, 60.0)","(650.0, 1.8, 0.03, 3, 70.0)","(600.0, 1.5, 0.04, 2, 80.0)","(550.0, 1.2, 0.05, 1, 90.0)"
409,"(800.0, 2.0, 0.001, 5, 30.0)","(780.0, 1.8, 0.0015, 4, 35.0)","(760.0, 1.6, 0.002, 3, 40.0)","(740.0, 1.4, 0.0025, 2, 45.0)","(720.0, 1.2, 0.003, 1, 50.0)"
410,"(750.0, 2.5, 0.005, 5, 50.0)","(700.0, 2.0, 0.01, 4, 60.0)","(650.0, 1.8, 0.02, 3, 70.0)","(600.0, 1.5, 0.03, 2, 80.0)","(550.0, 1.0, 0.04, 1, 90.0)"
411,"(850.0, 3.0, 0.005, 10, 150.0)","(800.0, 2.5, 0.004, 8, 120.0)","(750.0, 2.0, 0.003, 6, 100.0)","(700.0, 1.8, 0.002, 4, 80.0)","(650.0, 1.5, 0.001, 2, 60.0)"
412,"(750.0, 2.5, 0.001, 10, 50.0)","(700.0, 2.0, 0.002, 8, 60.0)","(650.0, 1.8, 0.003, 6, 70.0)","(600.0, 1.5, 0.004, 4, 80.0)","(550.0, 1.2, 0.005, 2, 90.0)"
413,"(700.0, 3.0, 0.02, 10, 80.0)","(680.0, 2.5, 0.03, 8, 70.0)","(650.0, 2.0, 0.04, 6, 60.0)","(620.0, 1.5, 0.05, 4, 50.0)","(600.0, 1.0, 0.06, 2, 40.0)"
414,"(750.0, 3.0, 0.006, 12, 110.0)","(700.0, 2.5, 0.005, 10, 100.0)","(800.0, 3.5, 0.007, 14, 120.0)","(650.0, 2.0, 0.004, 8, 90.0)","(600.0, 1.8, 0.003, 6, 80.0)"
416,"(750.0, 2.5, 0.01, 5, 100.0)","(700.0, 2.0, 0.02, 4, 90.0)","(650.0, 1.8, 0.03, 3, 80.0)","(600.0, 1.5, 0.04, 2, 70.0)","(550.0, 1.0, 0.05, 1, 60.0)"
417,"(800.0, 3.0, 0.0005, 10, 100.0)","(750.0, 3.0, 0.001, 8, 80.0)","(700.0, 2.5, 0.0004, 6, 60.0)","(650.0, 2.0, 0.0003, 4, 40.0)","(600.0, 1.5, 0.0002, 2, 20.0)"
418,"(850.0, 3.0, 0.001, 10, 200.0)","(800.0, 2.5, 0.0008, 8, 180.0)","(750.0, 2.0, 0.0006, 6, 160.0)","(700.0, 1.8, 0.0004, 5, 140.0)","(650.0, 1.5, 0.0002, 4, 120.0)"
419,"(800.0, 2.5, 0.0001, 10, 100.0)","(780.0, 2.4, 0.00015, 9, 105.0)","(760.0, 2.3, 0.0002, 8, 110.0)","(740.0, 2.2, 0.00025, 7, 115.0)","(720.0, 2.1, 0.0003, 6, 120.0)"
421,"(750.0, 2.0, 0.005, 10, 50.0)","(700.0, 1.8, 0.002, 8, 60.0)","(650.0, 1.5, 0.001, 6, 70.0)","(600.0, 1.3, 0.0005, 4, 80.0)","(550.0, 1.0, 0.0001, 2, 90.0)"
422,"(800.0, 2.5, 0.001, 10, 200.0)","(780.0, 2.0, 0.0015, 12, 180.0)","(760.0, 1.8, 0.002, 14, 160.0)","(740.0, 1.5, 0.003, 15, 140.0)","(720.0, 1.2, 0.005, 15, 120.0)"
423,"(750.0, 3.0, 0.0001, 10, 50.0)","(730.0, 2.5, 0.0002, 8, 60.0)","(700.0, 2.0, 0.0003, 6, 70.0)","(680.0, 1.8, 0.0004, 4, 80.0)","(650.0, 1.5, 0.0005, 2, 90.0)"
424,"(700.0, 2.5, 0.001, 5, 100.0)","(680.0, 2.2, 0.0012, 6, 90.0)","(660.0, 2.0, 0.0014, 7, 80.0)","(640.0, 1.8, 0.0016, 8, 70.0)","(620.0, 1.5, 0.0018, 9, 60.0)"
425,"(700.0, 3.0, 0.01, 10, 50.0)","(650.0, 2.8, 0.012, 8, 60.0)","(600.0, 2.5, 0.015, 6, 70.0)","(550.0, 2.0, 0.02, 4, 80.0)","(500.0, 1.5, 0.03, 2, 90.0)"
426,"(750.0, 2.0, 0.005, 5, 50.0)","(720.0, 1.8, 0.004, 4, 55.0)","(700.0, 1.6, 0.003, 3, 60.0)","(680.0, 1.4, 0.002, 2, 65.0)","(650.0, 1.2, 0.001, 1, 70.0)"
427,"(750.0, 2.5, 0.01, 8, 100.0)","(700.0, 2.0, 0.015, 6, 90.0)","(650.0, 1.8, 0.02, 5, 80.0)","(600.0, 1.5, 0.03, 4, 70.0)","(550.0, 1.0, 0.05, 3, 60.0)"
428,"(800.0, 3.0, 0.05, 10, 50.0)","(750.0, 2.5, 0.06, 10, 60.0)","(700.0, 2.0, 0.07, 5, 70.0)","(650.0, 1.5, 0.08, 3, 80.0)","(600.0, 1.0, 0.09, 1, 90.0)"
429,"(750.0, 2.5, 0.05, 10, 80.0)","(720.0, 2.0, 0.04, 8, 70.0)","(690.0, 1.8, 0.03, 6, 60.0)","(660.0, 1.5, 0.02, 4, 50.0)","(630.0, 1.0, 0.01, 2, 40.0)"
430,"(800.0, 3.5, 0.005, 10, 200.0)","(750.0, 3.0, 0.003, 8, 180.0)","(700.0, 2.5, 0.002, 6, 150.0)","(650.0, 2.0, 0.001, 4, 120.0)","(600.0, 1.5, 0.0005, 2, 100.0)"
431,"(700.0, 2.0, 0.01, 5, 50.0)","(680.0, 1.8, 0.02, 4, 60.0)","(650.0, 1.5, 0.03, 3, 70.0)","(620.0, 1.3, 0.04, 2, 80.0)","(600.0, 1.0, 0.05, 1, 90.0)"
432,"(700.0, 2.0, 0.01, 5, 100.0)","(750.0, 2.5, 0.015, 6, 90.0)","(650.0, 1.8, 0.02, 4, 80.0)","(600.0, 1.5, 0.03, 3, 70.0)","(550.0, 1.0, 0.04, 2, 60.0)"
433,"(700.0, 2.0, 0.01, 5, 100.0)","(680.0, 2.2, 0.015, 6, 90.0)","(660.0, 2.4, 0.02, 7, 80.0)","(640.0, 2.6, 0.025, 8, 70.0)","(620.0, 2.8, 0.03, 9, 60.0)"
434,"(700.0, 2.0, 0.001, 5, 50.0)","(680.0, 1.8, 0.0012, 4, 55.0)","(660.0, 1.5, 0.0014, 3, 60.0)","(640.0, 1.2, 0.0016, 2, 65.0)","(620.0, 1.0, 0.0018, 1, 70.0)"
435,"(750.0, 2.5, 0.003, 5, 50.0)","(700.0, 2.0, 0.004, 5, 70.0)","(680.0, 1.8, 0.005, 5, 90.0)","(650.0, 1.5, 0.006, 5, 110.0)","(630.0, 1.3, 0.007, 5, 130.0)"
436,"(750.0, 3.0, 0.001, 10, 100.0)","(720.0, 2.8, 0.0015, 8, 80.0)","(700.0, 2.5, 0.002, 6, 60.0)","(680.0, 2.2, 0.0025, 4, 40.0)","(650.0, 2.0, 0.003, 2, 20.0)"
437,"(800.0, 4.0, 0.0001, 10, 150.0)","(750.0, 3.5, 0.0002, 8, 140.0)","(700.0, 3.0, 0.0003, 6, 130.0)","(650.0, 2.5, 0.0004, 4, 120.0)","(600.0, 2.0, 0.0005, 2, 110.0)"
438,"(750.0, 3.0, 0.01, 5, 100.0)","(700.0, 2.5, 0.02, 4, 90.0)","(650.0, 2.0, 0.03, 3, 80.0)","(600.0, 1.8, 0.04, 2, 70.0)","(550.0, 1.5, 0.05, 1, 60.0)"
439,"(700.0, 1.5, 0.002, 5, 80.0)","(680.0, 1.8, 0.003, 4, 90.0)","(660.0, 2.0, 0.004, 3, 100.0)","(640.0, 2.2, 0.005, 2, 110.0)","(620.0, 2.5, 0.006, 1, 120.0)"
440,"(700.0, 1.8, 0.01, 5, 60.0)","(680.0, 1.6, 0.008, 4, 55.0)","(650.0, 1.4, 0.006, 3, 50.0)","(620.0, 1.2, 0.004, 2, 45.0)","(600.0, 1.0, 0.002, 1, 40.0)"
441,"(850.0, 3.0, 0.005, 10, 100.0)","(800.0, 2.5, 0.006, 9, 95.0)","(750.0, 2.0, 0.007, 8, 90.0)","(700.0, 1.8, 0.008, 7, 85.0)","(650.0, 1.5, 0.009, 6, 80.0)"
442,"(700.0, 2.0, 0.01, 5, 60.0)","(680.0, 1.8, 0.02, 4, 50.0)","(660.0, 1.5, 0.03, 3, 40.0)","(640.0, 1.3, 0.04, 2, 30.0)","(620.0, 1.0, 0.05, 1, 20.0)"
443,"(750.0, 3.0, 0.002, 10, 50.0)","(720.0, 2.5, 0.0015, 8, 60.0)","(690.0, 2.0, 0.001, 6, 70.0)","(660.0, 1.8, 0.0009, 4, 80.0)","(630.0, 1.5, 0.0007, 2, 90.0)"
444,"(700.0, 2.0, 0.001, 10, 50.0)","(680.0, 1.8, 0.002, 8, 60.0)","(650.0, 1.5, 0.003, 6, 70.0)","(620.0, 1.3, 0.004, 5, 80.0)","(600.0, 1.0, 0.005, 4, 90.0)"
445,"(800.0, 3.0, 0.001, 10, 100.0)","(750.0, 2.8, 0.0015, 9, 90.0)","(700.0, 2.5, 0.002, 8, 80.0)","(650.0, 2.2, 0.0025, 7, 70.0)","(600.0, 2.0, 0.003, 6, 60.0)"
446,"(750.0, 3.5, 0.005, 10, 100.0)","(700.0, 3.0, 0.006, 8, 120.0)","(650.0, 2.5, 0.007, 6, 140.0)","(600.0, 2.0, 0.008, 4, 160.0)","(550.0, 1.5, 0.009, 2, 180.0)"
447,"(750.0, 2.0, 0.05, 10, 100.0)","(700.0, 1.8, 0.04, 9, 95.0)","(680.0, 1.6, 0.03, 8, 90.0)","(650.0, 1.4, 0.02, 7, 85.0)","(600.0, 1.2, 0.01, 6, 80.0)"
448,"(800.0, 3.0, 0.0001, 10, 150.0)","(780.0, 2.8, 0.00012, 9, 140.0)","(760.0, 2.5, 0.00014, 8, 130.0)","(740.0, 2.2, 0.00016, 7, 120.0)","(720.0, 2.0, 0.00018, 6, 110.0)"
449,"(700.0, 2.0, 0.005, 10, 50.0)","(650.0, 1.8, 0.006, 8, 60.0)","(600.0, 1.6, 0.007, 7, 70.0)","(550.0, 1.4, 0.008, 6, 80.0)","(500.0, 1.2, 0.009, 5, 90.0)"
450,"(750.0, 2.5, 0.005, 5, 200.0)","(720.0, 2.0, 0.004, 6, 250.0)","(690.0, 1.8, 0.003, 7, 300.0)","(660.0, 1.5, 0.002, 8, 350.0)","(630.0, 1.0, 0.001, 10, 400.0)"
451,"(700.0, 2.0, 0.005, 10, 200.0)","(650.0, 1.8, 0.006, 8, 180.0)","(600.0, 1.5, 0.007, 6, 160.0)","(550.0, 1.3, 0.008, 4, 140.0)","(500.0, 1.0, 0.009, 2, 120.0)"
452,"(700.0, 2.0, 0.01, 5, 50.0)","(680.0, 2.5, 0.001, 7, 60.0)","(660.0, 2.0, 0.1, 4, 70.0)","(640.0, 1.8, 0.005, 3, 80.0)","(620.0, 1.5, 1.0, 2, 90.0)"
453,"(650.0, 2.0, 0.01, 5, 50.0)","(600.0, 1.8, 0.02, 4, 60.0)","(550.0, 1.5, 0.03, 3, 70.0)","(500.0, 1.3, 0.04, 2, 80.0)","(450.0, 1.0, 0.05, 1, 90.0)"
454,"(800.0, 3.0, 0.05, 10, 100.0)","(750.0, 2.5, 0.04, 8, 150.0)","(700.0, 2.0, 0.03, 6, 200.0)","(650.0, 1.8, 0.02, 5, 250.0)","(600.0, 1.5, 0.01, 4, 300.0)"
455,"(850.0, 3.5, 0.005, 10, 50.0)","(800.0, 3.0, 0.006, 8, 60.0)","(750.0, 2.5, 0.007, 7, 65.0)","(700.0, 2.0, 0.008, 6, 70.0)","(650.0, 1.5, 0.01, 5, 80.0)"
456,"(750.0, 2.5, 0.001, 5, 50.0)","(720.0, 2.0, 0.002, 4, 55.0)","(690.0, 1.8, 0.003, 3, 60.0)","(660.0, 1.5, 0.004, 2, 65.0)","(630.0, 1.2, 0.005, 1, 70.0)"
